Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID
2019,103705,The National,Submitted,125 S Clark St,60603,"3,0",false,LOOP,Office,580.000,1907,1,8.887,61,"16.031.568,6","43.769.827,7",,"9.893.543,9",,"120,2","172,2","118,8",,"5.513,3","9,5",41.8796,-87.6311,"(41.8796, -87.6311)",2019-103705
2019,103711,Two North LaSalle,Submitted,2 N LaSalle St,60602,,true,LOOP,Office,776.691,1978,1,,,"32.368.599,9",,,,,"41,7",,,,,,"41,8823134","-87,63279516","(41.8823134, -87.63279516)",2019-103711
2019,103712,Water Tower Place,Submitted,845 N Michigan Ave,60606,,true,NEAR NORTH SIDE,Mixed Use Property,2.581.145,1976,1,92.815,,"164.924.445,1","83.565.851,7",,,,"96,3","212,9","95,5",,"31.876,1","12,3","41,898304","-87,624041","(41.898304, -87.624041)",2019-103712
2019,103716,The Palmer House Hotel,Submitted,17 E Monroe St,60603,"2,5",false,LOOP,Hotel,1.695.000,1925,3,93.435,56,"59.527.219,2","149.695.903,5",,,,"120,1","187,2",119,,"17.493,9","10,3","41,88032223","-87,62695184","(41.88032223, -87.62695184)",2019-103716
2019,103721,The Rookery Building,Submitted,209 S LaSalle St,60604,"3,5",false,LOOP,Office,337.879,1886,1,,71,"22.549.205,1",,,,,"66,7",,,,,,"41,87908523","-87,631822","(41.87908523, -87.631822)",2019-103721
2019,103743,33 N Dearborn,Submitted,33 N Dearborn St,60602,"4,0",false,LOOP,Office,372.137,1966,1,3.616,81,"8.176.305,3","15.334.670,2",,6.998.736,,82,"121,9","80,1",,"2.543,6","6,8","41,88287054","-87,62903883","(41.88287054, -87.62903883)",2019-103743
2019,103767,57F47-Residence Inn Chicago Loop,Submitted,11 S LaSalle St,60603,"4,0",false,LOOP,Hotel,326.000,2015,1,8.204,89,9.333.741,"13.392.499,9",,"7.324.397,3",,"92,2","143,7","91,2",,,,"41,88177039","-87,63193858","(41.88177039, -87.63193858)",2019-103767
2019,103780,LondonHouse Chicago,Submitted,360 N Michigan Ave,60601,"1,5",false,LOOP,Hotel,390.430,2016,1,15.078,33,"14.155.456,5","25.447.314,8",,,,"101,4",170,"100,8",,"3.706,6","9,5","41,88794631","-87,62504954","(41.88794631, -87.62504954)",2019-103780
2019,103804,190 N State St,Submitted,190 N State St,60601,"4,0",false,LOOP,Office,230.000,1917,1,,82,"9.944.543,5",,,,,"43,2","121,1","43,2",,"1.654,4","7,2","41,88540707","-87,62843983","(41.88540707, -87.62843983)",2019-103804
2019,106618,215 West Apartments,Submitted,215 W Washington St,60606,"4,0",false,LOOP,Multifamily Housing,674.750,2010,1,12.149.000,92,"17.539.399,6","12.007.344,8",,,,"43,8","91,5","43,7",,"3.555,7","5,3","41,88322296","-87,63452002","(41.88322296, -87.63452002)",2019-106618
2019,118349,Chicago Bar Association,Submitted,321 S Plymouth Ct,60604,"1,5",false,LOOP,Office,99.051,1990,1,,37,9.087.804,,,,,"91,7",,,,,,"41,87761956","-87,62845092","(41.87761956, -87.62845092)",2019-118349
2019,119987,70800552 -- Chicago,Submitted,7030 S Ashland Ave,60601,"2,0",false,WEST ENGLEWOOD,Supermarket/Grocery Store,63.284,2006,1,,48,"8.638.887,2","5.026.292,2",,,,"215,9","465,6","214,5",,"1.704,2","26,9","41,76547365","-87,66448496","(41.76547365, -87.66448496)",2019-119987
2019,121043,209 W Jackson Blvd,Submitted,209 W Jackson Blvd,60606,"2,5",false,LOOP,Office,164.000,1897,1,,56,"8.435.579,7","5.704.130,9",,,,"86,2","180,5","84,7",,"1.706,4","10,4","41,87809351","-87,63415988","(41.87809351, -87.63415988)",2019-121043
2019,121212,Village Market,Submitted,333 E Benton PL,60601,"3,0",false,LOOP,Enclosed Mall,104.652,2011,1,13,,"2.676.135,3","9.776.904,8",,,,119,"169,7","115,3",,"964,5","9,2","41,88548291","-87,61846032","(41.88548291, -87.61846032)",2019-121212
2019,125048,218 South Wabash Building,Submitted,218 S Wabash Av,60604,"2,5",false,LOOP,Office,111.550,1900,1,,60,"6.139.655,2",,,,,55,,,,,,"41,87923154","-87,62611436","(41.87923154, -87.62611436)",2019-125048
2019,128798,MacLean Center,Submitted,112 S Michigan Ave,60603,"3,0",false,LOOP,College/University,237.256,1908,1,,,"9.947.921,4","12.273.799,9",,,,"93,7","171,7","93,2",,"2.306,9","9,7","41,88040116","-87,62480927","(41.88040116, -87.62480927)",2019-128798
2019,131291,29 N Wacker Dr,Submitted,29 N Wacker Dr,60606,"3,5",false,LOOP,Office,"137.252,3",1951,1,,73,"5.990.482,5","6.923.979,9",,,,"94,1",,,,,,"41,88268681","-87,63674119","(41.88268681, -87.63674119)",2019-131291
2019,133858,Cassidy Tire,Submitted,344 N Canal St,60606,"4,0",false,NEAR WEST SIDE,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",80.000,1905,1,,,"437.207,2","1.156.057,1",,,,"19,9","30,5",,,"134,1","1,7","41,88826884","-87,64036266","(41.88826884, -87.64036266)",2019-133858
2019,134775,116 S Michigan Ave,Submitted,116 S Michigan Ave,60603,"3,0",false,LOOP,College/University,114.507,1906,1,,,"8.127.817,3",254.100,,,,"73,2","201,1","73,2",,"1.365,7","11,9","41,88021125","-87,62448047","(41.88021125, -87.62448047)",2019-134775
2019,134776,University Club of Chicago,Submitted,76 E Monroe St,60603,"2,0",false,LOOP,Hotel,144.036,1907,1,,,"10.352.376,5","32.405.999,2",,,,"296,9","437,5","296,2",,"3.443,5","23,9","41,880838","-87,624993","(41.880838, -87.624993)",2019-134776
2019,134779,CDM Center,Submitted,243 S Wabash Ave,60604,,true,LOOP,,,,,,,"11.565.895,2",8.759.916,,,,"110,2","225,4","109,2",,,,"41,87849608","-87,62558789","(41.87849608, -87.62558789)",2019-134779
2019,134783,Alice B. Sharp Building,Submitted,37 S Wabash Ave,60606,"2,0",false,LOOP,College/University,227.736,1903,1,,,"13.094.205,1","10.745.399,7",,,,"104,7","210,5","103,7",,"2.749,1","12,1","41,88101015","-87,62564444","(41.88101015, -87.62564444)",2019-134783
2019,135740,Linea Apartments,Submitted,211 221 W LAKE ST,60606,"2,5",false,LOOP,Multifamily Housing,285.913,2017,1,,57,"10.105.576,3","8.818.500,8",,,,"66,2",,,,,,"41,88232323","-87,63709616","(41.88232323, -87.63709616)",2019-135740
2019,156350,The Silversmith Hotel & Suites,Submitted,10 S Wabash Ave,60603,"1,5",false,LOOP,Hotel,135.000,2007,1,,35,"9.045.962,6","4.751.900,2",,,,"102,2",,,,,,"41,88147936","-87,62619963","(41.88147936, -87.62619963)",2019-156350
2019,156406,17 23 N WABASH AVE,Submitted,17 23 N WABASH AVE,60602,"4,0",false,LOOP,Office,70.680,1900,1,,,"3.137.562,6","3.563.400,8",,,,"94,8","177,2","94,5",,"711,2","10,1","41,88267337","-87,62617421","(41.88267337, -87.62617421)",2019-156406
2019,156536,228 South Wabash Building,Submitted,228 S Wabash Ave,60604,"2,5",false,LOOP,Office,64.630,1930,1,,35,"5.004.305,3",,,,,"77,4",,,,,,"41,8791193","-87,62611087","(41.8791193, -87.62611087)",2019-156536
2019,156543,Mentor Building,Submitted,39 S STATE ST,60602,"1,0",false,LOOP,Multifamily Housing,72.150,1903,1,,7,"3.381.588,8","3.030.598,8",,,,"88,9",,,,,,"41,88156186","-87,62774159","(41.88156186, -87.62774159)",2019-156543
2019,156711,20 North Michigan Avenue,Submitted,20 N Michigan Ave,60602,"2,5",false,LOOP,Office,214.800,1880,1,,60,"9.733.896,9","7.968.657,4",,,,"82,4",,,,,,"41,8826441","-87,62495613","(41.8826441, -87.62495613)",2019-156711
2019,156731,Seventy East,Submitted,70 E Lake St,60601,"4,0",false,LOOP,Office,154.373,1927,1,2,91,"4.649.573,3",,,,,"30,1","84,3","29,6",,"773,5",5,"41,8857976","-87,62554085","(41.8857976, -87.62554085)",2019-156731
2019,157988,Union League Club Of Chicago,Submitted,65 W Jackson Blvd,60604,"1,0",false,LOOP,Hotel,311.794,1926,1,,10,12.429.394,"53.174.097,8",,"9.489.708,1",,"240,8","318,4",239,,"5.392,2","17,3","41,87787288","-87,63001693","(41.87787288, -87.63001693)",2019-157988
2019,158121,Chase Tower Chicago,Submitted,10 S Dearborn St,60603,"3,0",false,LOOP,Financial Office,2.429.909,1967,1,43.649,45,"217.575.153,6",1.861.590,,356.190,,"90,5","251,7","90,2",,,,"41,88163958","-87,63010692","(41.88163958, -87.63010692)",2019-158121
2019,158184,33 West Monroe,Submitted,33 W Monroe St,60603,"3,0",false,LOOP,Office,1.085.869,1980,1,,61,"63.749.500,9",,,,,"72,8",,,,,,"41,88038628","-87,62878581","(41.88038628, -87.62878581)",2019-158184
2019,158224,The Shoreham Apartments,Submitted,400 E South Water St,60601,"1,5",false,LOOP,Multifamily Housing,430.330,2005,1,,31,12.828.963,"31.908.532,8",,,,104,"161,3","102,8",,"3.829,1","8,9","41,88673811","-87,61677077","(41.88673811, -87.61677077)",2019-158224
2019,158316,Hard Rock Hotel,Submitted,230 N Michigan Ave,60601,"2,0",false,LOOP,Hotel,300.000,1929,1,11.060,19,18.870.646,"22.800.877,2",,,,"138,9","255,9","137,6",,"4.350,5","14,5","41,88660481","-87,62500515","(41.88660481, -87.62500515)",2019-158316
2019,158336,"Fairmont Chicago, Millennium Park",Submitted,200 N COLUMBUS DR,60601,"4,0",false,LOOP,Hotel,700.000,1987,1,,99,"15.881.938,8","15.882.600,3",,,,"45,4",,,,,,"41,88613315","-87,62132377","(41.88613315, -87.62132377)",2019-158336
2019,158392,55 W Wacker Dr,Submitted,55 W Wacker Dr,60601,"2,5",false,LOOP,Office,278.671,1967,1,107,58,"10.023.630,3","17.996.893,1",,,,"100,6","168,5","99,1",,"2.623,5","9,4",41.8826,-87.6296,"(41.8826, -87.6296)",2019-158392
2019,158394,180 N Michigan Ave,Submitted,180 N Michigan Ave,60601,"2,5",false,LOOP,Office,231.521,1927,1,,55,"9.731.501,7","10.835.639,8",,2.770.224,,"100,8","177,7","99,7",,"2.340,5","10,1",41.8869,-87.6244,"(41.8869, -87.6244)",2019-158394
2019,158405,250 S Wacker Dr,Submitted,250 S Wacker Dr,60606,"4,0",false,LOOP,Office,251.826,1958,1,,76,9.586.287,"8.406.010,2",,,,"71,4",,,,,,"41,87843521","-87,63727562","(41.87843521, -87.63727562)",2019-158405
2019,158406,Wilton U.S. 65 East LLC,Submitted,65 E Wacker Pl,60601,"3,5",false,LOOP,Office,249.062,1928,1,2,74,"5.803.914,4","10.892.819,8",,"5.720.919,8",,90,"132,1",88,,"1.845,6","7,4",41.8878,-87.6248,"(41.8878, -87.6248)",2019-158406
