Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID
2019,101867,125 South Wacker,Submitted,125 S Wacker Dr,60606,"3,0",false,LOOP,Office,641.962,1974,1,,61,"40.819.939,7",,,,,"63,6",,,,,,"41,8797333","-87,63641137","(41.8797333, -87.63641137)",2019-101867
2019,101713,Aon Center,Submitted,200 E Randolph St,60601,"3,5",false,LOOP,Office,3.193.966,1972,1,,76,"115.544.104,5","104.670.562,1",,,,"92,6",,,,,,"41,88529085","-87,62152084","(41.88529085, -87.62152084)",2019-101713
2019,101748,One South Wacker,Submitted,1 S Wacker,60606,"3,5",false,LOOP,Office,1.343.438,1982,1,,80,"65.204.718,9",,,,,"49,1",,,,,,"41,88155817","-87,63615089","(41.88155817, -87.63615089)",2019-101748
2019,103598,222 N LaSalle St,Submitted,222 N LaSalle St,60601,"4,0",false,LOOP,Office,1.217.630,1986,1,,80,"53.329.116,4",,,,,"43,8",,,,,,"41,88651518","-87,6332446","(41.88651518, -87.6332446)",2019-103598
2019,103602,190 S LaSalle St,Submitted,190 S LaSalle St,60603,"3,5",false,LOOP,Office,882.560,1985,1,,73,"60.852.678,8","973.320,2",,,,"70,1",,,,,,"41,8797561","-87,63268685","(41.8797561, -87.63268685)",2019-103602
2019,101969,Chicago Temple Building,Submitted,77 W Washington,60602,,true,LOOP,Office,238.531,1924,1,,,"9.930.486,1",,,,,,,,,,,"41,88285519","-87,6306155","(41.88285519, -87.6306155)",2019-101969
2019,100211,73 East Lake,Submitted,73 E LAKE ST,60601,"4,0",false,LOOP,,,,,,95,"4.405.086,5","16.983.050,2",,,,"71,6",101,"69,9",,,,"41,885241","-87,62546943","(41.885241, -87.62546943)",2019-100211
2019,101559,IL0303ZZ - Metcalf Federal Bldg,Submitted,77 W Jackson,60604,"4,0",false,LOOP,Office,828.102,1991,1,,85,"32.227.039,5",,,,,"38,9",,,,,,"41,87755536","-87,6304139","(41.87755536, -87.6304139)",2019-101559
2019,101562,DePaul Center,Submitted,1 E Jackson Blvd,60604,,true,LOOP,,,,,,,"42.946.229,8",1.554.486,,,,"63,4","173,7","62,1",,,,"41,87754201","-87,62723219","(41.87754201, -87.62723219)",2019-101562
2019,101567,The Monadnock Building,Submitted,53 W Jackson Blvd,60604,"4,0",false,LOOP,Office,496.749,1890,1,3,95,7.143.196,"14.318.730,7",,,,"43,2","70,5","42,6",,"1.948,9","3,9",41.8782,-87.6304,"(41.8782, -87.6304)",2019-101567
2019,101707,111 E Wacker Dr,Submitted,111 E Wacker Dr,60601,"2,0",false,LOOP,Office,1.140.247,1969,1,,41,"55.919.131,5",90.726.816,,,,"128,6","220,9","125,3",,"14.121,9","12,4","41,8876921","-87,62356505","(41.8876921, -87.62356505)",2019-101707
2019,101708,233 N Michigan Ave,Submitted,233 N Michigan Ave,60601,"3,0",false,LOOP,Office,1.155.516,1972,1,9.636,61,45.464.320,"57.202.919,3",,,,"88,8","162,1","87,5",,10.602,"9,2","41,8869574","-87,62305507","(41.8869574, -87.62305507)",2019-101708
2019,101709,20 N Wacker Dr,Submitted,20 N Wacker Dr,60606,,true,LOOP,,,,,,,"51.130.150,7","60.843.048,9",,,,"64,2","118,8","63,5",,,,"41,88252633","-87,63747012","(41.88252633, -87.63747012)",2019-101709
2019,101715,The Franklin,Submitted,227 W Monroe,60606,"3,0",false,LOOP,Office,2.967.721,1989,1,,70,"169.860.380,8","856.609,7",,,,"57,5",,,,,,"41,88003331","-87,63472342","(41.88003331, -87.63472342)",2019-101715
2019,101716,311 S Wacker,Submitted,311 S Wacker,60606,"3,5",false,LOOP,Office,1.433.821,1990,1,,71,"83.452.470,2",,,,,"58,2",163,"57,7",,"13.883,5","9,7","41,87745822","-87,63573828","(41.87745822, -87.63573828)",2019-101716
2019,101717,55 E Monroe,Submitted,55 E Monroe St,60603,"2,5",false,LOOP,Office,1.674.462,1972,1,,59,"104.591.823,3",,,,,"87,2",,,,,,"41,88017573","-87,62564433","(41.88017573, -87.62564433)",2019-101717
2019,101718,Three First National Plaza,Submitted,70 W Madison St,60602,"3,5",false,LOOP,,,,,,73,"82.340.533,6","913.883,4",,,,52,"144,5","51,5",,,,"41,88229695","-87,630198","(41.88229695, -87.630198)",2019-101718
2019,101731,175 W Jackson,Submitted,175 W Jackson,60604,"4,0",false,LOOP,Office,1.809.140,1928,1,,83,"53.436.116,8","40.930.980,2",,,,"71,5",,,,,,"41,87749352","-87,63319804","(41.87749352, -87.63319804)",2019-101731
2019,101733,Two North Riverside Plaza,Submitted,2 N Riverside Plz,60606,"3,0",false,NEAR WEST SIDE,Office,741.315,1929,1,4.536,61,"44.251.729,3","3.240.748,1",,,,"64,1","171,7","63,2",,7.534,"10,2","41,88253679","-87,63918687","(41.88253679, -87.63918687)",2019-101733
2019,101736,Hyatt Center,Submitted,71 S Wacker Dr,60606,"4,0",false,LOOP,Office,1.687.710,2005,1,,74,"114.648.113,3","887.634,7",,,,"68,5",,,,,,"41,88099639","-87,63603964","(41.88099639, -87.63603964)",2019-101736
2019,101737,100 North Riverside Plaza,Submitted,100 N Riverside Plz,60606,,true,NEAR WEST SIDE,,,,,,,"59.712.081,3","542.887,4",,,,69,"191,9","67,9",,,,"41,88384565","-87,63878625","(41.88384565, -87.63878625)",2019-101737
2019,101738,300 E Randolph,Submitted,300 E Randolph,60601,"2,0",false,LOOP,Office,2.224.842,2010,1,,43,"174.764.755,4","2.530.520,1",,,,"102,9",,,,,,"41,88484639","-87,61989893","(41.88484639, -87.61989893)",2019-101738
2019,101742,James R Thompson Center,Submitted,100 W Randolph St,60601,"1,5",false,LOOP,Office,1.193.163,1985,1,,38,"79.303.307,6","45.877.032,4",,,,"104,9","226,5","103,2",,15.630,"13,1","41,88517287","-87,63173182","(41.88517287, -87.63173182)",2019-101742
2019,101744,One North Wacker,Submitted,1 N Wacker Dr,60606,"3,5",false,LOOP,Office,1.614.398,2001,1,,76,90.056.908,,,,,"79,5",,,,,,"41,88230154","-87,636058","(41.88230154, -87.636058)",2019-101744
2019,101745,161 North Clark,Submitted,161 N Clark,60601,"3,0",false,LOOP,Office,1.200.836,1992,1,,66,"86.410.537,8",,,,,72,,,,,,"41,88490511","-87,6305179","(41.88490511, -87.6305179)",2019-101745
2019,101753,222 South Riverside Plaza,Submitted,222 S Riverside Plz,60606,"4,0",false,NEAR WEST SIDE,Office,1.237.455,1971,1,,85,"60.829.545,4",36.939.112,,,,79,,,,,,"41,8787371","-87,63898537","(41.8787371, -87.63898537)",2019-101753
2019,101755,Harris Bank Building,Submitted,115 S LaSalle St,60603,"2,0",false,LOOP,Office,1.526.102,1974,1,,48,"77.215.231,9","95.134.699,5",,,,"112,9",,,,,,"41,88031326","-87,63191186","(41.88031326, -87.63191186)",2019-101755
2019,101756,Cook County Building,Submitted,118 N Clark St,60602,"2,0",false,LOOP,Office,638.592,1906,1,9.166,46,"34.333.284,1","34.994.398,4",,,,"108,6","208,1",106,,"7.570,5","11,9","41,88385328","-87,63167966","(41.88385328, -87.63167966)",2019-101756
2019,101757,IL0000FC - Chicago Federal Ctr,Submitted,219 S Dearborn,60604,"3,0",false,LOOP,Mixed Use Property,3.176.860,1975,1,,70,"94.861.720,6","111.969.112,8",,,,"65,1",,,,,,"41,87881863","-87,62895341","(41.87881863, -87.62895341)",2019-101757
2019,101760,Leo Burnett Building,Submitted,35 W Wacker Dr,60601,"4,0",false,LOOP,Office,1.392.096,1989,1,,83,"78.603.642,9","1.509.842,4",,,,"57,5",,,,,,"41,88642141","-87,62903061","(41.88642141, -87.62903061)",2019-101760
2019,101762,Richard J Daley Center,Submitted,50 W Washington,60602,"4,0",false,LOOP,Courthouse,1.541.766,1965,1,,76,"50.451.742,7","67.890.898,7",,,,"76,8",,,,,,"41,88409726","-87,63019634","(41.88409726, -87.63019634)",2019-101762
2019,101765,77 West Wacker Drive,Submitted,77 W Wacker Dr,60601,"3,0",false,LOOP,Office,1.139.848,1992,1,15.531,69,64.787.329,,,,,"56,8","159,1","56,1",,"10.778,3","9,5",41.8833,-87.6362,"(41.8833, -87.6362)",2019-101765
2019,101766,181 West Madison,Submitted,181 W Madison St,60602,"3,0",false,LOOP,Office,1.082.248,1990,1,,66,"70.364.072,4",,,,,"65,1",,,,,,"41,88158551","-87,63338486","(41.88158551, -87.63338486)",2019-101766
2019,101770,10/30 South Wacker,Submitted,10 S Wacker Dr,60606,"3,5",false,LOOP,Office,2.662.457,1983,1,,73,"143.938.461,4","2.245.508,1",,,,"54,9",,,,,,"41,8816073","-87,63751717","(41.8816073, -87.63751717)",2019-101770
2019,101776,Hyatt Regency Chicago,Submitted,151 E Wacker Dr,60601,"3,5",false,LOOP,Hotel,2.022.785,1974,1,,73,"78.271.177,6","118.165.069,5",,,,"97,1",,,,,,"41,88770297","-87,62267404","(41.88770297, -87.62267404)",2019-101776
2019,101787,111 N Canal,Submitted,111 N Canal St,60606,"4,0",false,NEAR WEST SIDE,Office,979.270,1918,1,,89,"65.430.661,6","23.941.719,2",,,,"91,3",,,,,,"41,8838247","-87,6393572","(41.8838247, -87.6393572)",2019-101787
2019,101789,200 W Madison,Submitted,200 W Madison,60606,"2,5",false,LOOP,Office,1.001.833,1982,1,,60,"58.888.117,4",,,,,"58,8",,,,,,"41,88234782","-87,6343649","(41.88234782, -87.6343649)",2019-101789
2019,101790,The Jewelers Building,Submitted,35 E Wacker Dr,60601,"3,5",false,LOOP,Office,620.100,1927,1,5,74,"22.562.989,6","22.097.998,9",,,,72,"139,3","70,6",,"4.927,4","7,9","41,88653197","-87,62678611","(41.88653197, -87.62678611)",2019-101790
2019,101791,John Hancock,Submitted,55 W Monroe,60603,"3,5",false,LOOP,Office,895.765,1980,1,18.116,71,"43.477.171,2",,,,,"48,5","135,9","47,8",,7.233,"8,1",41.8806,-87.6296,"(41.8806, -87.6296)",2019-101791
2019,101794,225 W Wacker,Submitted,225 W Wacker Dr,60606,"4,0",false,LOOP,Office,721.992,1989,1,,80,"37.581.269,3",,,,,"52,1",,,,,,"41,88628574","-87,63508062","(41.88628574, -87.63508062)",2019-101794
2019,101797,303 E Wacker,Submitted,303 E Wacker,60601,"4,0",false,LOOP,Office,1.015.129,1979,1,,84,"67.756.826,7","159.250,7",,,,"66,9",,,,,,"41,88729474","-87,62026142","(41.88729474, -87.62026142)",2019-101797
2019,101798,Headquarters Q12380,Submitted,225 W Randolph,60606,"2,5",false,LOOP,Office,976.496,1968,1,11.099,52,"39.561.730,6","65.009.641,1",,"22.754.877,9",,"130,4","204,5","126,6",,,,"41,88411639","-87,63478478","(41.88411639, -87.63478478)",2019-101798
2019,101799,200 S Wacker Property LLC,Submitted,200 S Wacker Dr,60606,"4,0",false,LOOP,Office,843.070,1981,1,,61,"53.544.584,2",,,,,"63,5",,,,,,"41,87902474","-87,63734431","(41.87902474, -87.63734431)",2019-101799
2019,101801,Michigan Plaza,Submitted,205 N Michigan Ave,60601,"3,5",false,LOOP,Office,2.059.714,1981,1,,73,123.778.250,"5.003.267,7",,,,"62,5",,,,,,"41,88603179","-87,62354823","(41.88603179, -87.62354823)",2019-101801
2019,101813,150 N Michigan Ave,Submitted,150 N Michigan Ave,60601,"3,5",false,LOOP,Office,708.962,1984,1,,75,"36.091.351,2","54.034,8",,,,51,,,,,,"41,88483521","-87,62496769","(41.88483521, -87.62496769)",2019-101813
2019,101827,Burnham Center,Submitted,111 W Washington,60602,"3,0",false,LOOP,Office,597.773,1914,1,,70,"23.271.586,9","29.092.641,9",,,,"87,6","160,1","85,1",,"5.416,8","9,1","41,88322343","-87,63144072","(41.88322343, -87.63144072)",2019-101827
2019,101834,One North Franklin,Submitted,1 N Franklin,60606,"4,0",false,LOOP,Office,716.245,1991,1,6.273,76,"36.727.450,4",,,,,"51,3","143,6","50,6",,"6.111,4","8,5",41.882,-87.6352,"(41.882, -87.6352)",2019-101834
2019,101835,230 W Monroe,Submitted,230 W Monroe,60606,"2,5",false,LOOP,Office,661.535,1970,1,,58,"28.708.168,8","31.256.851,1",,,,"90,6","171,1","89,8",,"6.436,2","9,7","41,88100752","-87,63490659","(41.88100752, -87.63490659)",2019-101835
2019,101838,191 N Wacker,Submitted,191 N Wacker Dr,60606,"4,0",false,LOOP,Office,778.325,2003,1,8.850,70,"46.703.558,4",,,,,60,168,60,,"7.769,8",10,41.8877,-87.6365,"(41.8877, -87.6365)",2019-101838
2019,101839,120 S Riverside Plaza,Submitted,120 S Riverside Plz,60606,"4,0",false,NEAR WEST SIDE,Office,787.045,1966,1,,90,"27.066.048,3","20.096.999,2",,,,"59,9",,,,,,"41,87996528","-87,63907767","(41.87996528, -87.63907767)",2019-101839
2019,101841,122 Property LLC,Submitted,122 S Michigan Ave,60604,"2,0",false,LOOP,Office,512.369,1910,1,,47,"20.715.169,8","39.656.539,8",,"7.136.208,1",,"131,8","207,1",129,,"5.928,7","11,6",41.8804,-87.6243,"(41.8804, -87.6243)",2019-101841
2019,101846,200 West Adams St.,Submitted,200 W Adams St,60606,"4,0",false,LOOP,Office,789.024,1985,1,,87,"32.069.654,1",,,,,"40,6",,,,,,"41,87975177","-87,63414051","(41.87975177, -87.63414051)",2019-101846
2019,101848,200 West Monroe,Submitted,200 W Monroe,60606,"4,0",false,LOOP,Office,634.847,1973,1,,85,"25.161.845,2",,,,,"39,6",111,"38,7",,4.186,"6,6","41,8810266","-87,63432282","(41.8810266, -87.63432282)",2019-101848
2019,101850,One East Wacker,Submitted,1 E Wacker Dr,60601,"4,0",false,LOOP,Office,688.275,1962,1,,86,"15.982.800,9","32.521.469,7",,,,"70,5","114,6","69,9",,"4.386,3","6,4",41.8878,-87.6258,"(41.8878, -87.6258)",2019-101850
2019,101854,10 South Riverside Plaza,Submitted,10 S Riverside Plz,60606,"4,0",false,NEAR WEST SIDE,Office,787.045,1964,1,,85,"33.325.758,1","21.558.600,1",,,,"69,7",,,,,,"41,88124095","-87,63911942","(41.88124095, -87.63911942)",2019-101854
2019,101862,101 North Wacker,Submitted,101 N Wacker Dr,60606,"4,0",false,LOOP,Office,663.093,1980,1,,71,"51.024.105,7","1.429.768,2",,,,"79,1","217,7","78,3",,"8.564,5","12,9",41.8861,-87.6371,"(41.8861, -87.6371)",2019-101862
2019,101868,300 South Wacker Property LLC,Submitted,300 S Wacker Dr,60606,"4,0",false,LOOP,Office,600.713,1971,1,,75,"26.399.254,7","21.157.532,1",,,,"79,2",,,,,,"41,87767066","-87,6371323","(41.87767066, -87.6371323)",2019-101868
2019,101871,123 N Wacker,Submitted,123 N Wacker,60606,"3,5",false,LOOP,Office,587.815,1986,1,,71,"26.554.855,6",,,,,"45,2",,,,,,"41,88411984","-87,63649725","(41.88411984, -87.63649725)",2019-101871
2019,101872,100 N LaSalle,Submitted,100 N LaSalle St,60602,"2,5",false,LOOP,Office,160.475,1927,1,,60,"6.445.766,2","8.397.737,8",,,,"92,5",,,,,,"41,88343043","-87,63249784","(41.88343043, -87.63249784)",2019-101872
2019,101873,Oriental Theater,Submitted,24 W Randolph,60601,"2,0",false,LOOP,Performing Arts,83.411,1926,,,,7.993.057,"459.576,2",,1.558.674,,120,"291,1","119,5",,,,"41,88484989","-87,62883162","(41.88484989, -87.62883162)",2019-101873
2019,101876,55 E Jackson Blvd,Submitted,55 E Jackson Blvd,60604,"1,0",false,LOOP,Office,451.233,1963,1,,20,"25.807.235,2","60.392.204,1",,,,191,"300,7","186,5",,"7.501,1","16,6",41.8783,-87.627,"(41.8783, -87.627)",2019-101876
2019,101878,200 W Jackson Boulevard Bldg,Submitted,200 W Jackson Blvd,60606,"3,5",false,LOOP,Office,545.162,1971,1,,74,"17.921.707,4","29.353.272,8",,"8.996.136,2",,"103,2","163,6","102,3",,"5.014,7","9,2","41,87843672","-87,63410024","(41.87843672, -87.63410024)",2019-101878
2019,101881,25 E Washington,Submitted,25 E Washington St,60602,"4,0",false,LOOP,Office,488.324,1914,1,,87,"14.268.905,5",,"4.959.146,4",,,"39,4",94,39,,"2.703,1","5,5","41,8829176","-87,62666864","(41.8829176, -87.62666864)",2019-101881
2019,101889,333 N Michigan,Submitted,333 N Michigan Ave,60601,"3,0",false,LOOP,Office,354.146,1928,1,,70,"8.889.072,1",18.849.000,,,,"78,3","126,2",78,,2.480,7,"41,88764029","-87,62452335","(41.88764029, -87.62452335)",2019-101889
2019,101900,"Washington Franklin, LLC",Submitted,309 W Washngton St,60606,"3,0",false,LOOP,Office,105.313,1922,1,,69,"4.309.816,6","5.110.813,7",,,,"89,5",,,,,,"41,88299541","-87,63565914","(41.88299541, -87.63565914)",2019-101900
2019,101901,Allegro Hotel and Palace Theater,Submitted,151 171 W Randolph St,60601,"2,0",false,LOOP,Hotel,383.168,1926,1,29.503,44,"11.265.666,5","39.840.442,2",,"17.251.385,3",,"178,4","232,5","176,9",,"4.899,5","12,8","41,8841082","-87,63304764","(41.8841082, -87.63304764)",2019-101901
2019,101907,225 W Washington,Submitted,225 W Washington St,60606,"3,0",false,LOOP,Office,528.520,1987,1,,68,"32.519.611,6",,,,,"61,5",,,,,,"41,88285621","-87,63499083","(41.88285621, -87.63499083)",2019-101907
2019,101910,Michael A. Bilandic Building,Submitted,160 N LaSalle St,60601,"3,5",false,LOOP,Office,464.498,1920,1,,71,"15.203.370,4",15.136.841,,,,"65,3","125,9","63,7",,"3.333,3","7,2","41,88474397","-87,63249596","(41.88474397, -87.63249596)",2019-101910
2019,101918,Randolph-Wells Building,Submitted,205 W Randolph St,60606,"3,5",false,LOOP,Office,200.116,1914,1,,78,"8.198.466,2",628.011,,,,"44,1",,,,,,"41,8841105","-87,63418465","(41.8841105, -87.63418465)",2019-101918
2019,101923,311 W Monroe,Submitted,311 W Monroe,60606,,true,LOOP,Office,424.907,1969,1,,,13.916.637,"9.850.940,3",,,,"55,9",,,,,,"41,88030523","-87,63570062","(41.88030523, -87.63570062)",2019-101923
2019,101940,Mallers Building LLC,Submitted,5 S Wabash Ave,60603,,true,LOOP,Enclosed Mall,315.000,1912,1,,,"14.692.846,5","6.077.301,2",,,,"65,9","150,9","65,4",,"2.615,9","8,3","41,88185833","-87,62566994","(41.88185833, -87.62566994)",2019-101940
2019,101950,332 Property LLC,Submitted,332 S Michigan Ave,60604,"2,5",false,LOOP,Office,529.401,1910,1,,58,"17.895.366,8","32.201.008,3",,,,"94,6","158,5","93,3",,"4.687,5","8,9","41,87724917","-87,6247034","(41.87724917, -87.6247034)",2019-101950
2019,101954,Garland Building,Submitted,111 N Wabash Ave,60602,"1,0",false,LOOP,Office,259.000,1914,1,,30,"15.824.460,2","17.279.710,6",,,,"127,8","241,1","125,6",,"3.387,5","13,1",41.8833,-87.6264,"(41.8833, -87.6264)",2019-101954
2019,101958,17 N State LLC,Submitted,17 N State St,60602,"3,5",false,LOOP,Office,409.072,1914,1,,79,"14.864.906,9","8.293.870,7",,,,"56,6",123,"56,2",,"2.913,5","7,1","41,8825726","-87,6277938","(41.8825726, -87.6277938)",2019-101958
2019,101960,Chicago Cultural Center,Submitted,78 E Washington St,60602,"2,0",false,LOOP,Other - Entertainment/Public Assembly,240.000,1897,1,,,"11.226.718,6",4.936.300,,,,"67,3","152,6","66,8",,"2.129,9","8,9","41,88386579","-87,62497275","(41.88386579, -87.62497275)",2019-101960
2019,101961,Inland Steel Building,Submitted,30 W Monroe,60603,"4,0",false,LOOP,Office,300.971,1958,1,2.608,73,"11.878.898,5","20.354.319,4",,,,"107,1","181,5","103,8",,"3.057,3","10,2","41,88108964","-87,62858918","(41.88108964, -87.62858918)",2019-101961
2019,101968,30 N Michigan Ave,Submitted,30 N Michigan Ave,60602,"3,0",false,LOOP,Office,222.125,1914,1,,45,"12.748.221,5","9.249.784,2",,,,99,"204,4","96,4",,"2.612,1","11,8","41,88298879","-87,62497233","(41.88298879, -87.62497233)",2019-101968
2019,101972,150 N Wacker Dr,Submitted,150 N Wacker Dr,60606,"3,0",false,LOOP,Office,265.117,1970,1,,68,"9.467.419,7","20.558.365,4",,,,"113,3","181,4","111,6",,2.667,"10,1","41,88476971","-87,63734502","(41.88476971, -87.63734502)",2019-101972
2019,101975,Daley Center,Submitted,14 E Jackson Blvd,60604,,true,LOOP,,,,,,,"8.588.498,7","19.403.028,6",,"6.252.096,1",,"92,2",135,91,,,,"41,87849557","-87,62724664","(41.87849557, -87.62724664)",2019-101975
2019,101987,20 S Clark,Submitted,20 S Clark St,60603,"3,0",false,LOOP,Office,464.592,1970,1,,64,"26.391.195,6",,,,,"56,8",,,,,,"41,88129971","-87,6311826","(41.88129971, -87.6311826)",2019-101987
2019,101988,205 W Wacker,Submitted,205 W Wacker Dr,60606,"3,5",false,LOOP,Office,309.652,1929,1,,75,"10.871.938,8","14.686.499,9",,,,"82,5","148,1","80,8",,"2.588,8","8,4","41,88638306","-87,63427616","(41.88638306, -87.63427616)",2019-101988
2019,102157,Prudential Plaza,Submitted,130 E Randolph St,60601,"4,0",false,LOOP,Office,2.751.035,1972,1,41.616,70,"144.400.616,8","101.358.197,9",,,,"89,3","185,7","88,4",,"29.406,7","10,7","41,88494749","-87,62313016","(41.88494749, -87.62313016)",2019-102157
2019,102160,"108 North State Street, LLC",Submitted,108 N State St,60602,,true,LOOP,Multifamily Housing,1.019.380,2009,1,,,"59.095.805,9","37.278.581,6",,,,"94,5",,,,,,"41,88349","-87,62793","(41.88349, -87.62793)",2019-102160
2019,103595,Chicago Board of Trade Building,Submitted,141 W Jackson Blvd,60604,"3,5",false,LOOP,Office,1.559.956,1930,1,,79,"90.609.993,2",,,38.913.996,,83,"185,3","82,4",,17.125,11,"41,87750025","-87,63227855","(41.87750025, -87.63227855)",2019-103595
2019,103597,30 N LaSalle St,Submitted,30 N LaSalle St,60602,"4,0",false,LOOP,Office,1.095.104,1974,1,,72,"39.015.674,1","53.582.939,6",,,,"84,6",,,,,,"41,88284628","-87,63290243","(41.88284628, -87.63290243)",2019-103597
2019,103600,10 S LaSalle St,Submitted,10 S LaSalle St,60603,"3,0",false,LOOP,Office,871.962,1986,1,,61,"50.088.296,5",539.163,,,,"58,1","161,5","57,5",,"8.361,5","9,6",41.8808,-87.6321,"(41.8808, -87.6321)",2019-103600
2019,103601,120 S LaSalle St,Submitted,120 S LaSalle St,60603,"4,0",false,LOOP,Office,760.892,1929,1,4.268,100,,"19.427.038,6",,"10.357.475,8",,"39,1","39,2","38,4",,"1.577,7","2,1","41,88035359","-87,63280586","(41.88035359, -87.63280586)",2019-103601
2019,103606,Willis Tower,Submitted,233 S Wacker Dr,60606,"2,5",false,LOOP,Office,4.483.315,1973,1,,58,"349.545.069,6","58.477.236,2",,,,91,232,,,"61.257,8","13,7","41,87887581","-87,63587349","(41.87887581, -87.63587349)",2019-103606
2019,103611,Clark-Adams,Submitted,105 W Adams St,60603,,true,LOOP,Office,490.273,1927,1,,,"19.196.819,6","32.965.007,2",,,,"106,4","180,2","104,7",,"4.944,6","10,1","41,879395","-87,630986","(41.879395, -87.630986)",2019-103611
2019,103626,151 N Franklin St,Submitted,151 N Franklin St,60606,"4,0",false,LOOP,Office,947.870,2018,1,,97,"25.673.430,2","24.770,4",,"16.615.487,7",,"44,6","91,8","44,1",,"5.148,1","5,4","41,88455237","-87,63533591","(41.88455237, -87.63533591)",2019-103626
2019,103634,Lewis & O'Malley,Submitted,25 E Jackson Blvd,60604,,true,LOOP,,,,,,,"13.062.053,8","17.732.375,6",,,,81,"145,1","79,9",,,,"41,878202","-87,626867","(41.878202, -87.626867)",2019-103634
2019,103639,LaSalle-Wacker Building,Submitted,221 N LaSalle St,60601,"3,5",false,LOOP,Office,518.217,1930,1,,80,"16.000.464,8","21.495.767,6",,,,"72,4",130,"71,5",,"3.803,6","7,3","41,88653309","-87,63199926","(41.88653309, -87.63199926)",2019-103639
2019,103641,33 N LaSalle St,Submitted,33 N LaSalle St,60602,"3,0",false,LOOP,Office,477.171,1929,1,,61,"15.770.799,7",27.331.044,,,,93,,,,,,"41,88286478","-87,63205333","(41.88286478, -87.63205333)",2019-103641
2019,103643,180 N LaSalle St,Submitted,180 N LaSalle St,60601,"3,5",false,LOOP,Office,859.786,1972,1,,77,"26.555.838,3","26.676.642,5",,,,"82,1",,,,,,"41,88538772","-87,63289117","(41.88538772, -87.63289117)",2019-103643
2019,103644,200 N LaSalle Ave,Submitted,200 N LaSalle Ave,60601,"3,5",false,LOOP,Office,698.645,1984,1,,74,"34.945.089,8",,,,,50,"140,1",50,,"5.813,6","8,3","41,88607935","-87,63304163","(41.88607935, -87.63304163)",2019-103644
2019,103645,203 N LaSalle St,Submitted,203 N LaSalle St,60601,"3,0",false,LOOP,Office,660.397,1985,1,7.261,66,"40.812.603,9","858.445,7",,,,"63,1","174,4","62,3",,"6.835,3","10,4","41,88606221","-87,63169041","(41.88606221, -87.63169041)",2019-103645
2019,103647,135 S LaSalle Property LLC,Submitted,135 S LaSalle St,60603,"2,5",false,LOOP,Office,1.547.120,1934,1,,55,"59.093.997,5",83.948.849,,"29.995.930,7",,"111,8","181,6","110,7",,"15.870,8","10,3",41.8786,-87.6321,"(41.8786, -87.6321)",2019-103647
2019,103664,Northern Trust Headquarters,Submitted,50 S LaSalle St,60603,"3,5",false,LOOP,Financial Office,580.000,1963,1,7.404,71,"23.456.425,2","19.298.789,2",,,,"73,7","148,2","72,1",,"4.927,4","8,5","41,88103427","-87,63261241","(41.88103427, -87.63261241)",2019-103664
2019,103679,300 South Riverside Plaza,Submitted,300 S Riverside Plz,60606,"3,0",false,NEAR WEST SIDE,Office,1.225.724,1983,1,12.847,69,"75.462.658,1",,,,,"61,6","172,4","60,8",,"12.554,3","10,2",41.8779,-87.6388,"(41.8779, -87.6388)",2019-103679
2019,103685,One North State,Submitted,1 N State St,60602,"3,0",false,LOOP,Office,829.068,1910,1,7.289,67,"30.495.828,2","20.410.658,2",,,,"61,4","128,8","60,4",,"6.157,5","7,4","41,88238964","-87,62728409","(41.88238964, -87.62728409)",2019-103685
2019,103687,Sullivan Center,Submitted,1 S State St,60603,"4,0",false,LOOP,Office,963.386,1899,1,,81,"25.505.368,8","34.978.303,2",,,,"62,8",,,,,,"41,88190243","-87,62775418","(41.88190243, -87.62775418)",2019-103687
2019,103692,CNA Building,Submitted,333 S Wabash Ave,60604,"2,5",false,LOOP,Office,1.416.785,1974,1,,58,"47.952.418,6","62.928.888,2",,,,"78,3","141,4","76,8",,11.320,8,"41,87740181","-87,62564302","(41.87740181, -87.62564302)",2019-103692
2019,103696,111 S Wacker,Submitted,111 S Wacker,60606,"4,0",false,LOOP,Office,1.248.730,2004,1,12.571,72,"76.011.478,3",,,,,"60,9","170,4","59,9",,"12.645,6","10,1","41,880335","-87,636667","(41.880335, -87.636667)",2019-103696
2019,103698,22 W Washington St,Submitted,22 W Washington St,60602,"4,0",false,LOOP,Office,471.436,2008,1,,87,"48.351.008,4",,,,,"102,6",,,,,,"41,88356258","-87,62879915","(41.88356258, -87.62879915)",2019-103698
2019,103699,George W Dunne Cook County Office Building,Submitted,69 W Washington St,60602,"4,0",false,LOOP,Office,821.526,1965,1,,79,28.068.197,"34.253.696,7",,,,"75,9",,,,,,"41,88287346","-87,62989783","(41.88287346, -87.62989783)",2019-103699
