Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID
2023,101901,1123 - The Allegro Royal Sonesta - 171 W Randolph - SVC,Submitted,171 W Randolph St,60601,"2,5",,Loop,Hotel,383.168,1926,1,18.353,40,"9.598.948,6","36.266.891,4",,"19.559.809,1",,"170,7",216,"176,2",222,"4.300,2","11,2","41,994437","-87,661046",POINT (-87.661046 41.994437),2023-101901
2023,103639,121 West Wacker Drive AKA 221 N La Salle Street,Submitted,121 West Wacker Drive,60601,"4,0",,Loop,Office,417.599,1930,1,,72,"12.840.953,2","19.036.005,7",,,,"76,3",134,"83,3","141,3","2.807,8","6,7","41,796755","-87,723409",POINT (-87.723409 41.796755),2023-103639
2023,240956,Harbor Point,Submitted,155 Harbor Drive,60601,"2,5",,Loop,Multifamily Housing,1.192.576,1974,1,,51,33.773.143,"37.405.679,4",,,,"59,7","112,2","65,6","122,4","6.712,3","5,6","41,894029","-87,639837",POINT (-87.639837 41.894029),2023-240956
2023,160046,River Point,Submitted,444 W Lake St,60606,"4,0",,Near West Side,Office,1.239.203,2016,1,13.384,86,"49.959.683,7","4.051.468,6",,,,"43,6","116,3","45,9","122,7","7.205,5","5,8","41,757335","-87,6327",POINT (-87.6327 41.757335),2023-160046
2023,175590,Hampton Inn Chicago Downtown/N Loop/Michigan Ave,Not Submitted,68  E Wacker Pl,60601,"0,0",,Loop,Residential,,,,,,,,,,,,,,,,,"41,872799","-87,624338",POINT (-87.624338 41.872799),2023-175590
2023,253967,20 N State,Submitted,20 North State Street,60602,"2,0",,Loop,Multifamily Housing,211.608,1930,1,,43,"7.889.090,7","9.626.537,4",,,,"82,8","152,2","89,5","159,9","1.615,1","7,6","41,75051","-87,645565",POINT (-87.645565 41.75051),2023-253967
2023,173657,Chicago,Submitted,1 West Washington St,60602,"1,0",,Loop,Hotel,85.000,1895,1,4.469,7,"6.331.343,9",2.597.806,,3.259.740,,"143,4","275,6","147,8",291,"1.195,7","14,1","41,869063","-87,626016",POINT (-87.626016 41.869063),2023-173657
2023,158392,55 West Wacker Drive,Submitted,55 West Wacker Drive,60601,"3,0",,Loop,Office,278.671,1967,1,1.235,68,"7.552.116,2","14.361.548,9",,,,"78,6",130,"85,3",137,"1.819,5","6,5",41.8826,-87.6296,POINT (-87.6296 41.8826),2023-158392
2023,103595,141 West Jackson Boulevard (Chicago Board of Trade Building),Submitted,141 West Jackson Boulevard,60604,"4,0",,Loop,Office,1.567.753,1930,1,,81,"77.845.256,1",,,"47.872.899,6",,"80,2","166,8","81,2",172,13.415,"8,6","41,808765","-87,66117",POINT (-87.66117 41.808765),2023-103595
2023,250148,8 S. Michigan LLC,Submitted,8 S. Michigan Ave,60603,"3,5",,Loop,Office,180.547,1929,1,,78,"5.827.211,6","8.541.655,3",,,,"79,6",140,91,"152,2",1.269,7,41.8818,-87.6244,POINT (-87.6244 41.8818),2023-250148
2023,101865,100/150 S. Wacker,Submitted,150 South Wacker,60606,"4,0",,Loop,Office,1.281.114,1971,1,6,78,"39.573.297,6","38.151.461,2",,,,"60,7","117,8","65,1","122,4","7.563,5","5,9","41,902462","-87,624661",POINT (-87.624661 41.902462),2023-101865
2023,251220,The John Marshall Law School,Not Submitted,304 S State St,60604,"0,0",,Loop,College/University,,,,,,,,,,,,,,,,,"41,99904","-87,660512",POINT (-87.660512 41.99904),2023-251220
2023,160455,Infinite Chicago (nf04),Submitted,28 E Jackson Blvd,60604,"4,0",,Loop,Multifamily Housing,216.656,1911,2,8.996,95,"4.884.786,6","7.216.431,2",,,,"55,9","98,1","60,8","104,7","1.066,8","4,9","41,895674","-87,636372",POINT (-87.636372 41.895674),2023-160455
2023,101787,111 N Canal,Submitted,111 N. Canal St.,60606,"4,0",,Near West Side,Office,983.470,1918,1,3.814,90,"57.085.491,9","18.882.005,6",,,,"77,2","182,7","80,7","186,8","8.990,3","9,1","41,893576","-87,659367",POINT (-87.659367 41.893576),2023-101787
2023,250149,216 W Jackson Blvd,Not Covered 2024,216 W Jackson Blvd,60606,,true,Loop,Office,,,,,,,,,,,,,,,,,"41,880769","-87,633875",POINT (-87.633875 41.880769),2023-250149
2023,101790,The Jewelers Building,Submitted,35 East Wacker Drive,60601,"4,0",,Loop,Office,621.390,1927,1,,72,"20.444.359,6",20.849.366,,,,"66,5","127,4","71,6","132,7",3.968,"6,4","41,880845","-87,628591",POINT (-87.628591 41.880845),2023-101790
2023,101839,120 South Riverside Plaza,Submitted,120 South Riverside Plaza,60606,"4,0",,Near West Side,Office,787.045,1966,1,,95,"13.388.602,9","16.910.099,8",,,,"38,5","70,2","43,2","75,1","2.771,5","3,5","41,874325","-87,665142",POINT (-87.665142 41.874325),2023-101839
2023,134775,116 S. Michigan Ave.,Submitted,116 S. Michigan Ave.,60603,"4,0",,Loop,College/University,114.507,1906,1,,,"729.634,1",250.600,,,,"8,6","20,1","8,8","20,7","115,4",1,"41,773826","-87,799742",POINT (-87.799742 41.773826),2023-134775
2023,240122,(IL578) - Six N. Michigan (6 N. Michigan),Submitted,6 N. Michigan,60602,"1,0",,Loop,Multifamily Housing,230.203,1898,1,,22,"6.362.937,9",12.906.977,,,,"83,7","136,3","83,3","135,2","1.575,9","6,8","41,905897","-87,627181",POINT (-87.627181 41.905897),2023-240122
2023,101907,225 West Washington,Submitted,225 West Washington,60606,"4,0",,Loop,Office,528.730,1987,1,2.795,76,25.096.467,,,,,"47,5","132,9","50,9","142,5","3.511,5","6,6","41,869931","-87,707564",POINT (-87.707564 41.869931),2023-101907
2023,229016,Fulton House Condominium Association,Submitted,345 N. Canal St.,60606,"2,5",,Near West Side,Multifamily Housing,175.456,1900,1,,55,"7.544.568,2",,,,,43,"120,4","47,9","134,2","1.055,6",6,"41,880528","-87,624209",POINT (-87.624209 41.880528),2023-229016
2023,103804,190 N. State Street,Submitted,190 N. State Street,60601,"4,0",,Loop,Office,230.000,1917,1,,85,9.091.363,,,,,"39,5","110,7","39,5","110,7","1.272,1","5,5","41,87146","-87,629727",POINT (-87.629727 41.87146),2023-103804
2023,158380,Monroe Building,Submitted,104 S Michigan Avenue,60603,"4,0",,Loop,Office,243.166,1912,1,1.201,79,"7.328.129,3",7.645.900,,,,"61,6","117,4","66,1","121,7","1.431,5","5,9","41,883423","-87,628022",POINT (-87.628022 41.883423),2023-158380
2023,101789,200 West Madison (Brightly),Submitted,200 West Madison Street,60606,"3,0",,Loop,Office,1.001.833,1982,1,7.647,68,"46.760.788,9",,,,,"46,7","130,7","50,8","142,1","6.542,8","6,5","41,74375","-87,551898",POINT (-87.551898 41.74375),2023-101789
2023,173632,The Chicago Building,Submitted,7 West Madison Street,60603,"3,0",,Loop,Residence Hall/Dormitory,104.965,1904,1,,64,"2.159.199,5","5.975.399,6",,1.644.984,,"93,2","131,6","100,4","139,4",741,"7,1","41,849727","-87,627161",POINT (-87.627161 41.849727),2023-173632
2023,156406,"The Shops on Wabash, LLC",Submitted,17-23 N. Wabash,60602,"4,0",,Loop,Office,70.680,1900,1,,,"3.653.155,2","1.856.649,7",,,,78,"172,3","78,2","173,1","609,8","8,6","41,871698","-87,627484",POINT (-87.627484 41.871698),2023-156406
2023,160184,29 East Madison LLC,Submitted,29 E. Madison,60602,"2,5",,Loop,Office,240.076,1904,1,,60,"11.050.612,2","14.699.399,4",,,,"107,3","193,2","116,7","203,3",2.327,"9,7","41,654843","-87,544576",POINT (-87.544576 41.654843),2023-160184
2023,103698,22 West Washington,Submitted,22 West Washington Street,60602,"4,0",,Loop,Office,471.436,2008,1,7.806,82,40.398.925,,,,,"85,7","239,9","86,9","243,2","5.652,6",12,"41,890378","-87,767632",POINT (-87.767632 41.890378),2023-103698
2023,101910,154-60 N LASALLE,Submitted,160 N. Lasalle St.,60601,"3,5",,Loop,Office,464.498,1920,1,,73,"15.223.144,1","11.978.690,3",,,,"58,6","118,8","64,7","125,3","2.766,3",6,"42,008058","-87,66356",POINT (-87.66356 42.008058),2023-101910
2023,103767,57F47-CHIRL-Residence Inn Chicago DTLoop,Submitted,11 S. La Salle St.,60603,"4,0",,Loop,Hotel,350.682,2015,1,7.741,93,"9.451.958,7",11.931.129,,"5.761.023,8",,"77,4","126,1","80,6","130,2",,,"41,906011","-87,634406",POINT (-87.634406 41.906011),2023-103767
2023,244747,Lancaster Condo Association,Submitted,201 N. Westshore Drive,60601,"2,0",,Loop,Multifamily Housing,323.000,2004,1,,43,"8.698.734,4","17.474.831,8",,,,81,"132,2","87,6","139,9","2.145,3","6,6","41,771854","-87,698158",POINT (-87.698158 41.771854),2023-244747
2023,103634,Lewis & O'Malley,Submitted,25 E. Jackson Blvd.,60604,"4,0",,Loop,College/University,380.371,1928,1,,,"12.769.860,6",14.076.462,,,,"70,6","132,9","76,2","138,4","2.534,4","6,7","41,943729","-87,640859",POINT (-87.640859 41.943729),2023-103634
2023,103699,George W Dunne Cook County Office Building,Submitted,69 W. Washington Street,60602,"4,0",,Loop,Office,821.861,1965,1,5.161,91,"19.217.574,6","23.203.400,4",,,,"51,6","95,1","58,4","103,6","3.921,4","4,8","41,827733","-87,659468",POINT (-87.659468 41.827733),2023-103699
2023,250115,City Hall,Submitted,121 N. La Salle St.,60602,"1,5",,Loop,Office,411.500,1911,1,,33,"23.639.459,8","31.246.521,7",,,,"133,4","240,6","143,7","250,9","4.967,3","12,1","41,925702","-87,639266",POINT (-87.639266 41.925702),2023-250115
2023,242510,The Residences at the Joffrey Tower Condo Association,Submitted,8 E Randolph,60601,"1,0",,Loop,Multifamily Housing,410.425,2008,1,,23,"10.789.799,9","19.114.755,8",,"11.234.724,2",,"100,2","147,4","103,5",151,"3.117,1","7,6","41,892754","-87,61756",POINT (-87.61756 41.892754),2023-242510
2023,101862,101 North Wacker,Submitted,101 North Wacker Drive,60606,"4,0",,Loop,Office,667.476,1980,1,3.301,73,"36.489.610,2","1.185.997,9",,,,"56,4","154,9","60,3","165,5","5.168,6","7,7",41.8861,-87.6371,POINT (-87.6371 41.8861),2023-101862
2023,251317,Hotel Monaco Chicago,Submitted,225 N. Wabash Avenue,60601,"1,0",,Loop,Hotel,122.666,1998,1,5.059,25,"4.279.235,8","14.519.339,9",,"4.169.820,2",,"187,2","252,9","194,2","260,4","1.589,7",13,"41,95378","-87,674347",POINT (-87.674347 41.95378),2023-251317
2023,101841,122 Property LLC,Submitted,122 S. Michigan Ave.,60604,"3,0",,Loop,Office,512.369,1910,1,,66,"17.056.179,8","27.170.536,4",,"4.017.191,9",,"94,2",156,"105,8","169,5","4.041,4","7,9",41.8804,-87.6243,POINT (-87.6243 41.8804),2023-101841
2023,101873,24 W. Randolph,Submitted,24 W. Randolph,60601,"1,0",,Loop,Performing Arts,83.411,1926,0,,,"8.769.906,5","397.559,3",,"2.858.243,9",,"144,2","330,6",147,"341,2",,,"41,887713","-87,641505",POINT (-87.641505 41.887713),2023-101873
2023,158420,Millennium on LaSalle (ml033),Submitted,29 S La Salle St,60603,"3,5",,Loop,Multifamily Housing,187.875,2020,3,4.693,80,"4.994.816,2","4.463.385,3",,,,"50,3","99,4","53,1","102,3","935,9",5,"41,888087","-87,630888",POINT (-87.630888 41.888087),2023-158420
2023,103643,180 North LaSalle,Submitted,180 North Lasalle Street,60601,"4,0",,Loop,Office,859.786,1972,1,2.205,81,"21.351.333,3",20.540.316,,"14.644.031,9",,"65,8","110,1","69,6","114,7","4.850,2","5,6","41,854615","-87,651322",POINT (-87.651322 41.854615),2023-103643
2023,101559,IL0303ZZ-METCALFE FED BLDG,Submitted,77 W Jackson,60604,"4,0",,Loop,Office,799.454,1991,1,4.777,88,"28.874.983,6",,,,,"36,1","101,1","38,1","106,8","4.040,2","5,1","41,67666","-87,635707",POINT (-87.635707 41.67666),2023-101559
2023,160279,Millennium Park Plaza,Submitted,151-155 N Michigan Ave,60601,"1,0",,Loop,Multifamily Housing,610.694,1982,1,,4,"37.434.888,3","19.690.169,5",,,,"93,5","205,5","100,1","218,1","6.283,7","10,3","41,902598","-87,630093",POINT (-87.630093 41.902598),2023-160279
2023,160438,155 North Wacker,Submitted,155 N. Wacker,60606,"4,0",,Loop,Office,1.406.031,2009,1,6.148,75,"62.260.287,3",,,"26.104.079,4",,"62,8","140,9","64,5","147,3","10.087,1","7,2","41,68519","-87,64228",POINT (-87.64228 41.68519),2023-160438
2023,254367,GEMS World Academy Chicago,Not Submitted,350 E South Water St,60601,"0,0",,Loop,,,,,,,,,,,,,,,,,,"41,945247","-87,670857",POINT (-87.670857 41.945247),2023-254367
2023,158407,Canopy by Hilton Chicago Central Loop,Not Submitted,226 W Jackson Blvd,60606,"0,0",,Loop,Lodging,,,,,,,,,,,,,,,,,"41,901886","-87,633005",POINT (-87.633005 41.901886),2023-158407
2023,101744,One North Wacker,Submitted,One North Wacker Drive,60606,"4,0",,Loop,Office,1.614.398,2001,1,7.173,80,"71.947.949,1",,,"34.089.059,5",,"65,7",144,"67,7","151,7","11.863,4","7,3","41,932865","-87,647171",POINT (-87.647171 41.932865),2023-101744
2023,103685,One North State,Not Covered 2024,1 N State St,60602,,true,Loop,Office,,,,,,,,,,,,,,,,,"41,954345","-87,64535",POINT (-87.64535 41.954345),2023-103685
2023,101975,Daley Center,Submitted,14 East Jackson Blvd.,60604,,true,Loop,College/University,371.257,1930,1,,,"7.944.416,2","13.678.862,2",,"5.305.919,9",,"72,5","111,6","78,1",118,"2.117,8","5,7","41,928879","-87,641368",POINT (-87.641368 41.928879),2023-101975
2023,101562,DePaul Center,Submitted,1 East Jackson Blvd.,60604,"3,0",,Loop,College/University,701.699,1910,1,,,"39.308.547,3",885.124,,,,"57,3","158,2","57,3","158,2",5.547,"7,9","41,888943","-87,641736",POINT (-87.641736 41.888943),2023-101562
2023,101776,Hyatt Regency Chicago,Submitted,151 East Wacker Drive,60601,"3,5",,Loop,Hotel,2.022.785,1974,1,,80,"68.157.512,4","104.980.403,9",,,,"85,6","148,8","91,5","154,7","15.112,6","7,5","41,864358","-87,661643",POINT (-87.661643 41.864358),2023-101776
2023,256833,,Not Covered 2024,145 South Wells,60606,,true,Loop,Commercial,,,,,,,,,,,,,,,,,"42,001475","-87,656648",POINT (-87.656648 42.001475),2023-256833
2023,256819,,Not Submitted,100 South State Street,60603,"0,0",,Loop,Commercial,,,,,,,,,,,,,,,,,"41,900688","-87,629497",POINT (-87.629497 41.900688),2023-256819
2023,101850,One East Wacker,Submitted,One East Wacker Drive,60601,"4,0",,Loop,Office,804.247,1962,1,,92,"11.739.933,5","25.999.353,3",,,,"46,9","74,8","52,4",81,"3.023,6","3,8",41.8878,-87.6258,POINT (-87.6258 41.8878),2023-101850
2023,101919,MarOuette Building,Submitted,140 South Dearborn Street,60603,"3,5",,Loop,Office,372.265,1895,1,,78,"17.155.873,6","993.796,5",,"4.153.223,9",,"59,9",142,"64,1","154,7","2.672,1","7,2","41,861843","-87,702196",POINT (-87.702196 41.861843),2023-101919
2023,101760,Leo Burnett Building,Submitted,35 W. Wacker Dr.,60601,"4,0",,Loop,Office,1.392.096,1989,1,12.502,76,69.059.299,,,,,"49,6","138,9",52,"145,7","9.662,7","6,9","41,949528","-87,686055",POINT (-87.686055 41.949528),2023-101760
2023,160197,Symphony Center,Submitted,220 South Michigan Avenue,60604,"2,0",,Loop,Performing Arts,294.211,1997,1,,,"11.147.581,5",18.018.612,,"10.943.459,5",,"136,3","204,2","144,1","213,2","3.093,5","10,5","41,892055","-87,683179",POINT (-87.683179 41.892055),2023-160197
2023,160434,MDA City Apartments,Not Submitted,63 E Lake St,60601,"0,0",,Loop,Residential,,,,,,,,,,,,,,,,,"41,83649","-87,618374",POINT (-87.618374 41.83649),2023-160434
2023,173615,5 N. Wabash,Submitted,5 N. Wabash,60602,"4,0",,Loop,Multifamily Housing,170.184,1910,1,,92,2.513.632,"3.995.243,6",,,,"38,2",66,"43,1","71,7","563,9","3,3","41,899051","-87,627098",POINT (-87.627098 41.899051),2023-173615
2023,239946,Metropolitan Tower Condo Association,Submitted,310 S Michigan Ave,60604,"3,0",,Loop,Multifamily Housing,579.393,1924,1,,63,"13.760.164,3","22.374.283,9",,,,"62,4",107,"67,3","112,4","3.113,7","5,4","41,886019","-87,648799",POINT (-87.648799 41.886019),2023-239946
2023,241820,Park Millennium Condominium Association,Submitted,222 N. Columbus Dr.,60601,"1,5",,Loop,Multifamily Housing,582.773,2002,1,,32,19.578.001,"28.885.079,3",,,,"83,2","146,1","90,4",155,"4.273,6","7,3","41,907945","-87,631537",POINT (-87.631537 41.907945),2023-241820
2023,121212,Village Market at Lakeshore East,Submitted,333 E. Benton Place,60601,"0,0",,Loop,Enclosed Mall,104.652,2011,1,,,"2.213.862,6","10.852.280,3",,,,"124,9","168,1","134,2",179,"872,4","8,3","41,9413","-87,640412",POINT (-87.640412 41.9413),2023-121212
2023,101900,"WASHINGTON FRANKLIN, LLC",Submitted,309 W. Washington St,60606,"3,5",,Loop,Office,105.313,1922,1,,71,3.251.599,"4.384.118,4",,,,"72,5","130,2","79,5","136,6","687,8","6,5","41,893469","-87,622894",POINT (-87.622894 41.893469),2023-101900
2023,101762,RICHARD J. DALEY CENTER,Submitted,50 W. Washington,60602,"3,0",,Loop,Courthouse,1.541.766,1965,1,31.952,68,"47.757.683,9","72.963.954,3",,,,"78,3","136,4","86,4","144,9","10.557,7","6,8","41,889835","-87,636969",POINT (-87.636969 41.889835),2023-101762
2023,107850,300 W Adams,Not Covered 2024,300 W Adams,60606,,true,Loop,Office,,,,,,,,,,,,,,,,,"41,8658","-87,676074",POINT (-87.676074 41.8658),2023-107850
2023,103679,300 South Riverside Plaza,Submitted,300 South Riverside Plaza,60606,"4,0",,Near West Side,Office,1.225.724,1983,1,6.062,82,"50.678.515,5",,,,,"41,3","115,8","44,4","124,2","7.090,9","5,8",41.8779,-87.6388,POINT (-87.6388 41.8779),2023-103679
2023,158236,9672e-CHISR-Renaissance Chicago Hotel,Submitted,1 West Wacker Drive,60601,"2,5",,Loop,Hotel,537.323,1990,1,26.497,53,"23.627.881,8","33.821.299,3",,,,"106,9","189,2","112,5","194,3","5.102,4","9,5","41,734098","-87,646757",POINT (-87.646757 41.734098),2023-158236
2023,103770,CME Group Inc,Not Covered 2024,333 S Lasalle St,60604,,true,Loop,Financial Office,,,,,,,,,,,,,,,,,"41,958362","-87,651114",POINT (-87.651114 41.958362),2023-103770
2023,101867,125 South Wacker,Submitted,125 S Wacker Drive,60606,"3,0",,Loop,Office,641.962,1974,1,2.551,66,"33.020.238,5",,,,,"51,4",144,"55,2","154,7","4.620,2","7,2","41,725984","-87,593106",POINT (-87.593106 41.725984),2023-101867
2023,243929,(IL1074) ParkShore Condominium (195 N. Harbor Drive),Submitted,195 N. Harbor Drive,60601,"1,0",,Loop,Multifamily Housing,1.009.778,1991,1,,18,"38.339.628,5","21.301.198,2",,,,"59,1","128,5","61,3","130,8","6.495,9","6,4","41,836488","-87,617008",POINT (-87.617008 41.836488),2023-243929
2023,101972,150 North Wacker Drive,Submitted,150 North Wacker Drive,60606,"2,0",,Loop,Office,295.894,1970,1,2.051,50,"7.565.939,2","31.174.025,5",,,,"130,9","182,2","151,7","205,1","2.714,4","9,2","41,986538","-87,673245",POINT (-87.673245 41.986538),2023-101972
2023,254364,HYP-Loop-Chicago,Submitted,28 N. Franklin St.,60606,"4,0",,Loop,Hotel,142.321,2015,1,6.281,63,"5.174.676,5","8.937.499,6",,,,"99,2","167,7","105,5","174,1","1.198,8","8,4","41,786328","-87,705136",POINT (-87.705136 41.786328),2023-254364
2023,101838,191 North Wacker,Submitted,191 North Wacker Drive,60606,"4,0",,Loop,Office,778.325,2003,1,3.907,81,"30.306.274,6",,,,,"38,9",109,"41,4","115,9","4.240,4","5,4",41.8877,-87.6365,POINT (-87.6365 41.8877),2023-101838
2023,103644,Onni 200 LaSalle,Submitted,200 N Lasalle Ave,60601,"4,0",,Loop,Office,698.645,1984,1,,80,"30.367.679,8",,,,,"43,5","121,7","46,6","130,5",4.249,"6,1","41,919357","-87,636534",POINT (-87.636534 41.919357),2023-103644
2023,101707,111 East Wacker Drive,Submitted,111 East Wacker Drive,60601,"2,0",,Loop,Office,1.111.058,1969,1,,50,"36.314.875,2","52.695.254,6",,,,"80,1","141,3",89,"152,1","7.880,1","7,1","41,95494","-87,78874",POINT (-87.78874 41.95494),2023-101707
2023,101797,303 E. Wacker,Submitted,303 E. Wacker,60601,"4,0",,Loop,Office,1.017.581,1979,1,7.028,87,"65.145.047,3","52.267,4",,,,"64,1","179,3","66,8","186,9","9.117,8",9,"42,001794","-87,673027",POINT (-87.673027 42.001794),2023-101797
2023,250167,162 North State Street,Submitted,162 N. State St.,60601,"2,5",,Loop,Residence Hall/Dormitory,318.360,1999,1,,58,"7.171.270,2","20.387.401,2",,"3.937.824,3",,"98,9","141,6","107,6","150,8","2.293,8","7,2","41,858299","-87,622194",POINT (-87.622194 41.858299),2023-250167
2023,250140,State Lake LLC,Submitted,177 North State,60601,"1,0",,Loop,Office,53.053,1872,1,,3,"8.634.585,8",,,,,"162,8","455,7","167,5",469,"1.208,1","22,8","41,97556","-87,715459",POINT (-87.715459 41.97556),2023-250140
2023,250001,120 North LaSalle,Submitted,120 North Lasalle Street,60602,"3,5",,Loop,Office,482.395,1991,1,3.482,71,"20.993.907,5",,,,,"43,5","121,9","46,5","130,1","2.937,5","6,1","41,829833","-87,607062",POINT (-87.607062 41.829833),2023-250001
2023,158472,Metropolis,Submitted,8 West Monroe Street,60603,"1,5",,Loop,Multifamily Housing,218.624,1912,1,6.193,34,"7.718.530,1","9.505.477,8",,,,"78,8","144,5","85,2","151,2","1.584,9","7,2","41,976127","-87,669466",POINT (-87.669466 41.976127),2023-158472
2023,101738,CH3 - Chicago 300 E Randolph,Submitted,300 East Randolph,60601,"3,5",,Loop,Office,2.224.842,2010,1,35.139,75,"91.736.567,7",1.464.100,,"29.808.188,8",,"55,3","128,3","57,2","134,7",,,"41,895697","-87,634676",POINT (-87.634676 41.895697),2023-101738
2023,135740,Linea Apartments,Not Submitted,211 221 W Lake St,60606,"0,0",,Loop,Residential,,,,,,,,,,,,,,,,,"41,99017","-87,717495",POINT (-87.717495 41.99017),2023-135740
2023,160321,Coast at Lakeshore East,Submitted,345 E. Wacker Drive,60601,"3,5",,Loop,Multifamily Housing,574.065,2013,1,,76,"13.734.269,5","18.204.933,5",,,,"55,6","100,3","59,6","104,9","2.888,6",5,"41,980855","-87,845072",POINT (-87.845072 41.980855),2023-160321
2023,101961,Inland Steel Building,Submitted,30 West Monroe,60603,"3,0",,Loop,Office,300.971,1958,1,,64,"8.934.066,9","20.147.414,2",,,,"96,6","153,4","108,8","167,6","2.320,2","7,7","41,807263","-87,661139",POINT (-87.661139 41.807263),2023-101961
2023,103711,Two North LaSalle,Submitted,2 North Lasalle,60602,"4,0",,Loop,Office,776.691,1978,1,3.631,81,"29.462.729,7",,,,,"37,9","106,2","41,7","116,7","4.122,4","5,3","41,796281","-87,596717",POINT (-87.596717 41.796281),2023-103711
2023,256076,Left Bank at K Station (lf69) (fb17),Submitted,300 N Canal St,60606,"1,0",,Near West Side,Multifamily Housing,453.153,2006,1,14.229,7,"11.587.128,6","47.428.591,5",,,,"130,2","181,5","139,9","191,1","4.140,4","9,1","41,843271","-87,617088",POINT (-87.617088 41.843271),2023-256076
2023,173594,19 South LaSalle Street,Not Submitted,19 S Lasalle St,60603,"0,0",,Loop,Office,,,,,,,,,,,,,,,,,"41,763591","-87,559967",POINT (-87.559967 41.763591),2023-173594
2023,103687,Sullivan Center,Submitted,1 S State St.,60603,"4,0",,Loop,Office,870.368,1899,1,5.321,80,"19.334.834,3","33.389.412,3",,,,"60,6","102,5","68,1","110,6","4.478,8","5,1","41,770189","-87,57003",POINT (-87.57003 41.770189),2023-103687
2023,256890,Cascade,Submitted,455 East Waterside Drive,60601,"4,0",,Loop,Multifamily Housing,507.390,2021,1,14.003,86,"13.317.469,5","12.052.158,6",,,,50,"98,4",50,"98,4","2.503,5","4,9","41,70586","-87,653786",POINT (-87.653786 41.70586),2023-256890
2023,101889,333 North Michigan,Submitted,333 North Michigan Ave,60601,"3,0",,Loop,Office,363.431,1928,1,,62,9.718.119,"18.074.739,4",,,,"76,5","127,1","82,5","133,2","2.319,8","6,4","41,789249","-87,601108",POINT (-87.601108 41.789249),2023-101889
2023,128798,MacLean Center,Submitted,112 S. Michigan Ave.,60603,"4,0",,Loop,College/University,237.256,1908,1,,,"124.439,7","10.998.500,1",,,,"46,9","50,1","50,5",54,"601,6","2,5","41,881819","-87,626353",POINT (-87.626353 41.881819),2023-128798
2023,257151,Linea Apartments (ln257),Submitted,215 W Lake St,60606,"2,0",,Loop,Multifamily Housing,239.233,2017,4,7.128,43,"9.974.781,7","6.769.875,1",,,,70,"146,5",74,"150,7","1.755,2","7,3","41,885561","-87,634656",POINT (-87.634656 41.885561),2023-257151
2023,181840,30 E. Adams,Submitted,30 E Adams,60603,,true,Loop,Multifamily Housing,177.697,1923,1,,,"3.985.576,1",,,,,"22,4","62,8","23,6","66,2","557,7","3,1","42,01715","-87,673179",POINT (-87.673179 42.01715),2023-181840
2023,100211,73 East Lake (sl75),Submitted,73 E Lake St,60601,"4,0",,Loop,Multifamily Housing,298.552,2014,1,11.618,90,"9.053.425,9","5.370.749,9",,,,"48,3","103,8","48,3","103,8",1.552,"5,2","41,930896","-87,710166",POINT (-87.710166 41.930896),2023-100211
2023,102160,Marquee at Block 37,Not Submitted,108 N State St,60602,"0,0",,Loop,Enclosed Mall,,,,,,,,,,,,,,,,,"41,677704","-87,641985",POINT (-87.641985 41.677704),2023-102160
2023,156350,Silversmith Hotel & Suites - CSS,Submitted,10 South Wabash Avenue,60603,"3,5",,Loop,Hotel,135.000,2007,1,6.469,57,"6.516.132,2","4.081.299,9",,,,"78,5","166,9","83,7","181,4","1.128,5","8,4","41,900168","-87,6211",POINT (-87.6211 41.900168),2023-156350
2023,131291,29 N Wacker Dr,Submitted,29 North Wacker Dr,60606,"4,0",,Loop,Office,137.554,1951,1,752,82,"3.719.231,2","5.258.052,7",,,,"65,3","115,8",75,"126,1","799,7","5,8","41,803521","-87,586137",POINT (-87.586137 41.803521),2023-131291
2023,101960,Chicago Cultural Center,Submitted,78 E. Washington St.,60602,"2,0",,Loop,Other - Entertainment/Public Assembly,240.000,1897,1,,,"8.764.545,2","8.249.531,7",,,,"70,9","138,3",79,"148,1","1.664,5","6,9","41,890066","-87,716388",POINT (-87.716388 41.890066),2023-101960
2023,156731,Seventy East,Submitted,70 E. Lake Street,60601,"4,0",,Loop,Office,154.373,1927,1,865,82,"5.834.402,1",,,,,"37,8","105,8","41,8",117,"816,3","5,3","41,881172","-87,681384",POINT (-87.681384 41.881172),2023-156731
2023,160105,1063 - Royal Sonesta Chicago Riverfront 71 E Wacker Drive - SVC,Submitted,71 E Wacker Drive,60601,"4,0",,Loop,Hotel,381.540,2000,1,5.825,81,"10.256.364,2","17.104.070,6",,"9.575.628,4",,"96,8","145,2","100,1","148,8","2.848,2","7,5","41,887027","-87,616589",POINT (-87.616589 41.887027),2023-160105
